series_title,released_year,genre,imdb_rating,meta_score,gross,imdb_category
The Shawshank Redemption,1994,Drama,9.3,80.0,"28,341,469",Excellent
The Godfather,1972,"Crime, Drama",9.2,100.0,"134,966,411",Excellent
The Dark Knight,2008,"Action, Crime, Drama",9.0,84.0,"534,858,444",Excellent
The Godfather: Part II,1974,"Crime, Drama",9.0,90.0,"57,300,000",Excellent
12 Angry Men,1957,"Crime, Drama",9.0,96.0,"4,360,000",Excellent
The Lord of the Rings: The Return of the King,2003,"Action, Adventure, Drama",8.9,94.0,"377,845,905",Excellent
Pulp Fiction,1994,"Crime, Drama",8.9,94.0,"107,928,762",Excellent
Schindler's List,1993,"Biography, Drama, History",8.9,94.0,"96,898,818",Excellent
Inception,2010,"Action, Adventure, Sci-Fi",8.8,74.0,"292,576,195",Excellent
Fight Club,1999,Drama,8.8,66.0,"37,030,102",Excellent
The Lord of the Rings: The Fellowship of the Ring,2001,"Action, Adventure, Drama",8.8,92.0,"315,544,750",Excellent
Forrest Gump,1994,"Drama, Romance",8.8,82.0,"330,252,182",Excellent
"Il buono, il brutto, il cattivo",1966,Western,8.8,90.0,"6,100,000",Excellent
The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",8.7,87.0,"342,551,365",Excellent
The Matrix,1999,"Action, Sci-Fi",8.7,73.0,"171,479,930",Excellent
Goodfellas,1990,"Biography, Crime, Drama",8.7,90.0,"46,836,394",Excellent
Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",8.7,82.0,"290,475,067",Excellent
One Flew Over the Cuckoo's Nest,1975,Drama,8.7,83.0,"112,000,000",Excellent
Gisaengchung,2019,"Comedy, Drama, Thriller",8.6,96.0,"53,367,844",Excellent
Interstellar,2014,"Adventure, Drama, Sci-Fi",8.6,74.0,"188,020,017",Excellent
Cidade de Deus,2002,"Crime, Drama",8.6,79.0,"7,563,397",Excellent
Sen to Chihiro no kamikakushi,2001,"Animation, Adventure, Family",8.6,96.0,"10,055,859",Excellent
Saving Private Ryan,1998,"Drama, War",8.6,91.0,"216,540,909",Excellent
The Green Mile,1999,"Crime, Drama, Fantasy",8.6,61.0,"136,801,374",Excellent
La vita è bella,1997,"Comedy, Drama, Romance",8.6,59.0,"57,598,247",Excellent
Se7en,1995,"Crime, Drama, Mystery",8.6,65.0,"100,125,643",Excellent
The Silence of the Lambs,1991,"Crime, Drama, Thriller",8.6,85.0,"130,742,922",Excellent
Star Wars,1977,"Action, Adventure, Fantasy",8.6,90.0,"322,740,140",Excellent
Shichinin no samurai,1954,"Action, Adventure, Drama",8.6,98.0,"269,061",Excellent
Joker,2019,"Crime, Drama, Thriller",8.5,59.0,"335,451,311",Good
Whiplash,2014,"Drama, Music",8.5,88.0,"13,092,000",Good
The Intouchables,2011,"Biography, Comedy, Drama",8.5,57.0,"13,182,281",Good
The Prestige,2006,"Drama, Mystery, Sci-Fi",8.5,66.0,"53,089,891",Good
The Departed,2006,"Crime, Drama, Thriller",8.5,85.0,"132,384,315",Good
The Pianist,2002,"Biography, Drama, Music",8.5,85.0,"32,572,577",Good
Gladiator,2000,"Action, Adventure, Drama",8.5,67.0,"187,705,427",Good
American History X,1998,Drama,8.5,62.0,"6,719,864",Good
The Usual Suspects,1995,"Crime, Mystery, Thriller",8.5,77.0,"23,341,568",Good
Léon,1994,"Action, Crime, Drama",8.5,64.0,"19,501,238",Good
The Lion King,1994,"Animation, Adventure, Drama",8.5,88.0,"422,783,777",Good
Terminator 2: Judgment Day,1991,"Action, Sci-Fi",8.5,75.0,"204,843,350",Good
Nuovo Cinema Paradiso,1988,"Drama, Romance",8.5,80.0,"11,990,401",Good
Back to the Future,1985,"Adventure, Comedy, Sci-Fi",8.5,87.0,"210,609,762",Good
Once Upon a Time in the West,1968,Western,8.5,80.0,"5,321,508",Good
Psycho,1960,"Horror, Mystery, Thriller",8.5,97.0,"32,000,000",Good
Casablanca,1942,"Drama, Romance, War",8.5,100.0,"1,024,560",Good
Modern Times,1936,"Comedy, Drama, Family",8.5,96.0,"163,245",Good
City Lights,1931,"Comedy, Drama, Romance",8.5,99.0,"19,181",Good
Capharnaüm,2018,Drama,8.4,75.0,"1,661,096",Good
Kimi no na wa.,2016,"Animation, Drama, Fantasy",8.4,79.0,"5,017,246",Good
Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",8.4,87.0,"190,241,310",Good
Avengers: Endgame,2019,"Action, Adventure, Drama",8.4,78.0,"858,373,000",Good
Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",8.4,68.0,"678,815,482",Good
Coco,2017,"Animation, Adventure, Family",8.4,81.0,"209,726,015",Good
Django Unchained,2012,"Drama, Western",8.4,81.0,"162,805,434",Good
The Dark Knight Rises,2012,"Action, Adventure",8.4,78.0,"448,139,099",Good
3 Idiots,2009,"Comedy, Drama",8.4,67.0,"6,532,908",Good
WALL·E,2008,"Animation, Adventure, Family",8.4,95.0,"223,808,164",Good
The Lives of Others,2006,"Drama, Mystery, Thriller",8.4,89.0,"11,286,112",Good
Oldeuboi,2003,"Action, Drama, Mystery",8.4,77.0,"707,481",Good
Memento,2000,"Mystery, Thriller",8.4,80.0,"25,544,867",Good
Mononoke-hime,1997,"Animation, Action, Adventure",8.4,76.0,"2,375,308",Good
Raiders of the Lost Ark,1981,"Action, Adventure",8.4,85.0,"248,159,971",Good
The Shining,1980,"Drama, Horror",8.4,66.0,"44,017,374",Good
Apocalypse Now,1979,"Drama, Mystery, War",8.4,94.0,"83,471,511",Good
Alien,1979,"Horror, Sci-Fi",8.4,89.0,"78,900,000",Good
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Comedy,8.4,97.0,"275,902",Good
Rear Window,1954,"Mystery, Thriller",8.4,100.0,"36,764,313",Good
1917,2019,"Drama, Thriller, War",8.3,78.0,"159,227,644",Good
Jagten,2012,Drama,8.3,77.0,"687,185",Good
Jodaeiye Nader az Simin,2011,Drama,8.3,95.0,"7,098,492",Good
Incendies,2010,"Drama, Mystery, War",8.3,80.0,"6,857,096",Good
Inglourious Basterds,2009,"Adventure, Drama, War",8.3,69.0,"120,540,719",Good
Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",8.3,89.0,"34,400,301",Good
Amélie,2001,"Comedy, Romance",8.3,69.0,"33,225,499",Good
Snatch,2000,"Comedy, Crime",8.3,55.0,"30,328,156",Good
Requiem for a Dream,2000,Drama,8.3,68.0,"3,635,482",Good
American Beauty,1999,Drama,8.3,84.0,"130,096,601",Good
Good Will Hunting,1997,"Drama, Romance",8.3,70.0,"138,433,435",Good
Bacheha-Ye aseman,1997,"Drama, Family, Sport",8.3,77.0,"933,933",Good
Toy Story,1995,"Animation, Adventure, Comedy",8.3,95.0,"191,796,233",Good
Braveheart,1995,"Biography, Drama, History",8.3,68.0,"75,600,000",Good
Reservoir Dogs,1992,"Crime, Drama, Thriller",8.3,79.0,"2,832,029",Good
Full Metal Jacket,1987,"Drama, War",8.3,76.0,"46,357,676",Good
Aliens,1986,"Action, Adventure, Sci-Fi",8.3,84.0,"85,160,248",Good
Amadeus,1984,"Biography, Drama, History",8.3,88.0,"51,973,029",Good
Scarface,1983,"Crime, Drama",8.3,65.0,"45,598,982",Good
Star Wars: Episode VI - Return of the Jedi,1983,"Action, Adventure, Fantasy",8.3,58.0,"309,125,409",Good
Das Boot,1981,"Adventure, Drama, Thriller",8.3,86.0,"11,487,676",Good
